48.0	24.0	9.0	rIFG_ER
42.0	21.0	45.0	rMFG_ER
9.0	30.0	39.0	RaMCC_ER
0.0	-9.0	63.0	SMA_ER
-3.0	24.0	30.0	LaMCC_ER
-33.0	3.0	54.0	lMFG_ER
-36.0	21.0	-3.0	LaI_ER
-42.0	45.0	-6.0	lIFG_ER
63.0	-51.0	39.0	rIPS_ER
-42.0	-66.0	42.0	rSPL_ER
-63.0	-51.0	-21.0	lSTG_ER
-51.0	-39.0	3.0	lMTG_ER
30.0	-3.0	-15.0	rAmy_ER
-18.0	-3.0	-15.0	lAmy_ER









